Gss year for this respondent                       ,Respondent id number,Labor force status,Number of hours worked last week,Number of hours usually work a week,Ever work as long as one year,R self-emp or works for somebody,Rs census occupation code (1980),Rs industry code   (1980),Rs census occupation code (2010),Number of children,Age of respondent,Highest year of school completed,Rs highest degree,Respondents sex,Race of respondent,Was r born in this country,Number of persons in household,How many in family earned money,Total family income,Respondents income,Total family income,Respondents income,Health -- version y,General happiness,Condition of health,Is life exciting or dull,To work hard,Weeks r. worked last year,Was r's work part-time or full-time?,Satisfaction with financial situation,Opinion of family income,Ever unemployed in last ten yrs,Opinion of how people get ahead,Rs living standard compared to parents,Work arrangement at main job,Time at current job,Usual work schedule,Days per month r work extra hours,How often r works at home,Usual reason r work at home,R has job other than main,Job requires r to learn new things,Job requires r to work fast,R does numerous things on job,R has too much work to do well,R knows what's expected on job,Job allows r use of skills,R proud to work for employer,A lot of freedom to decide how to do job,The job security is good,How fair is what r earn on the job,Income alone is enough,Rs health in general,Days of poor physical health past 30 days,Days of poor mental health past 30 days,Days of activity limitation past 30 days,How often during past month r felt used up,R had back pain in the past 12 months,Trouble sleeping last 12 months,Job satisfaction in general,R work for whom,How often does r find work stressful,Internet access in r's home,The highest degree r have earned,R preference re: work hrs and money,Rs job is secure,Rs income is high,R has opportunity to advance,Rs job is interesting,R can work independently,R helps others in job,Rs job is useful to society,How often does work exhaust r,Which job would you prefer               ,I am proud of the type of work i do,Have you ever had a paid job for 1 year or+,Is r us citizen,Does r own or rent home?,Number in family of r,Respondent socioeconomic index,Year of birth,Ballot used for interview,Occupation code based on o*net,R's socioeconomic index (2010),Respondents income,Stress at work in past 2 wks,I see myself as successful,I am meeting my current goals,Use internet/apps more than occassionally,Use internet/apps from phone or tablet,Used internet/apps yesterday,Use twitter,Use facebook,Use instagrm,Use linkedin,Use snapchat,Use tumblr,Use whatsapp,Use googlesn,Use pinterst,Use flickr,Use vine,Use clssmtes,Minutes of internet use on weekdays,Hours of internet use on weekdays,Minutes of internet use on weekends,Hours of internet use on weekends,How are you paid,How many hrs/week do you usually work,Most hrs/week worked in past month,Fewest hrs/week worked in past month,How much time felt depressed in past wk,How much time sleep was restless in past wk,How much time felt happy in past wk,How much time felt lonely in past wk,How much time felt sad in past wk,Importance of flexible hrs. at work,Importance of personal contact at work,How often do you work from home,Do you work weekends,How are your working hours decided,What is your working schedule,I would change my work for something different,Did you work multiple jobs in past yr,How much earned from additional jobs in past yr,Job satisfaction,Type of structure in which the respondent lives
2016,47,Working fulltime,44,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Operations research analysts,0,35,16,Bachelor,Female,Black,Yes,1,1,Refused,Refused,Not applicable,Not applicable,Not applicable,Pretty happy,Not applicable,Not applicable,Most important,52,Full-time,Satisfied,Average,No,Not applicable,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Bachelor's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,1st person,-1,1981,Ballot b,0,80.2,Refused,Not applicable,Mostly true,Mostly true,Yes,Yes,"Yes, used internet yesterday",No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,0,5,0,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,48,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Physical scientists, all other",0,33,16,Graduate,Male,Other,No,2,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Too much,Not too happy,Good,Routine,Not applicable,52,Full-time,Satisfied,Average,Not applicable,Both equally,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Phd,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not a u.s. citizen,Pays rent,1st person,-1,1983,Ballot a,0,86.8,$50000 to 59999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very satisfied,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,49,School,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,0,23,17,Bachelor,Male,White,No,2,1,$25000 or more,Not applicable,Not applicable,Not applicable,Not applicable,Pretty happy,Excellent,Exciting,2nd important,25,Part-time,Satisfied,Below average,No,Hard work,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Agree,Neither,Neither,Agree,Agree,Neither,Agree,Sometimes,A full time job,Agree,Not applicable,Born outside of the united states to parents who were u.s citizens at that time (if volunteered),Not applicable,2nd person,-1,1993,Ballot c,0,-1,Not applicable,Not applicable,Somewhat true,Somewhat true,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,30,4,30,4,Not applicable,Not applicable,Not applicable,Not applicable,None or almost none of the time,Some of the time,Most of the time,Some of the time,None or almost none of the time,Neither important nor unimportant,Neither important nor unimportant,Sometimes,Often,I have a schedule where daily working times are decided at short notice by my employer,"I have a regular schedule or shift (daytime, evening, or night)",Disagree,"Yes, during some of that period",Much less than from main job,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,51,Working fulltime,50,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,First-line supervisors of retail sales workers,0,25,16,Bachelor,Female,Other,Yes,2,2,$25000 or more,Not applicable,Not applicable,Not applicable,Not applicable,Very happy,Not applicable,Not applicable,Most important,50,Full-time,Satisfied,Above average,No,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Bachelor's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,-1,1991,Ballot b,0,43,Not applicable,Not applicable,Mostly true,Somewhat true,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,3,0,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,60,"Unempl, laid off",Not applicable,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Cashiers,3,35,10,Lt high school,Female,White,Yes,5,1,$10000 - 14999,$6000 to 6999,Not applicable,Not applicable,About right,Pretty happy,Good,Routine,Not applicable,52,Part-time,Not at all sat,Below average,Not applicable,Both equally,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,1st person,-1,1981,Ballot a,0,21.6,$6 000 to 6 999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,A little dissatisfied,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,61,Working fulltime,37,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Baggage porters, bellhops, and concierges",0,26,13,High school,Male,Black,Yes,1,1,$20000 - 24999,$20000 - 24999,Not applicable,Not applicable,Not applicable,Pretty happy,Excellent,Exciting,3rd important,52,Full-time,More or less,Average,Yes,Hard work,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Sometimes,A full time job,Not agree/dsagre,Not applicable,Not applicable,Not applicable,1st person,-1,1990,Ballot c,0,29.5,$20000 to 22499,Not applicable,Definitely true,Definitely true,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,0,2,30,0,By the hour,37,37,37,None or almost none of the time,None or almost none of the time,Most of the time,None or almost none of the time,None or almost none of the time,Very important,Very important,Hardly ever,Never,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Strongly agree,No,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,62,"Unempl, laid off",Not applicable,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Couriers and messengers,2,35,12,High school,Male,Black,Yes,2,1,Lt $1000,Not applicable,Not applicable,Not applicable,Not applicable,Not too happy,Not applicable,Not applicable,3rd important,38,Full-time,Not at all sat,Above average,Yes,Not applicable,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,2nd person,-1,1981,Ballot b,0,39.9,Not applicable,Not applicable,Definitely true,Definitely true,Yes,Yes,"No, did not use internet yesterday",No,No,No,Yes,No,No,No,Yes,No,No,No,No,0,6,0,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,65,Keeping house,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,2,27,11,High school,Female,Other,No,3,0,$1000 to 2999,Not applicable,Not applicable,Not applicable,Not applicable,Pretty happy,Good,Routine,Not applicable,0,Not applicable,Not at all sat,Below average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Dont know,Other,1st person,-1,1989,Ballot a,0,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,66,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Laborers and freight, stock, and material movers, hand",2,30,10,Lt high school,Male,Other,Yes,3,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Too little,Pretty happy,Fair,Dull,4th important,52,Full-time,More or less,Below average,Yes,Hard work,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Often,Not applicable,Not applicable,More hrs & money,Strongly agree,Disagree,Agree,Neither,Strongly agree,Strongly agree,Strongly agree,Always,A full time job,Agree,Not applicable,Not applicable,Not applicable,2nd person,-1,1986,Ballot c,0,23.3,$25000 to 29999,A moderate amount of stress,Somewhat true,Slightly false,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,No,No,No,No,No,No,No,No,No,0,3,0,20,By the hour,40,48,48,None or almost none of the time,Some of the time,Most of the time,None or almost none of the time,Some of the time,Very important,Very important,Never,Always,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)","I have a regular schedule or shift (daytime, evening, or night)",Strongly agree,No,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,67,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Chefs and head cooks,2,29,12,High school,Male,Other,Yes,2,1,$20000 - 24999,$20000 - 24999,Not applicable,Not applicable,Not applicable,Pretty happy,Not applicable,Not applicable,Most important,52,Full-time,Not at all sat,Below average,Yes,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,2nd person,-1,1987,Ballot b,0,32.6,$22500 to 24999,Not applicable,Slightly false,Mostly true,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,0,24,0,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,75,Working parttime,14,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Registered nurses,2,35,18,Bachelor,Female,Black,No,4,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Very happy,Excellent,Exciting,Not applicable,26,Part-time,More or less,Average,Not applicable,Both equally,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Bachelor's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,A u.s. citizen,Pays rent,1st person,-1,1981,Ballot a,0,84.2,$40000 to 49999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,77,Working parttime,50,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Social science research assistants,0,36,20,Graduate,Female,White,No,1,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Pretty happy,Excellent,Exciting,Not applicable,52,Part-time,More or less,Above average,Not applicable,Luck or help,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Master's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,A u.s. citizen,Pays rent,1st person,-1,1980,Ballot a,0,55.1,$50000 to 59999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,82,Working fulltime,60,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Chefs and head cooks,1,35,14,Junior college,Female,White,Yes,2,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Too much,Not too happy,Excellent,Exciting,Most important,50,Full-time,Not at all sat,Average,Yes,Hard work,Much worse,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Always,Not applicable,Not applicable,More hrs & money,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Neither,Always,A full time job,Strongly agree,Not applicable,Not applicable,Not applicable,1st person,-1,1981,Ballot c,0,32.6,$60000 to 74999,A lot of stress,Slightly true,Somewhat true,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,0,5,0,2,Salary,60,90,20,Some of the time,Most of the time,Most of the time,Some of the time,Some of the time,Neither important nor unimportant,Neither important nor unimportant,Never,Often,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Strongly disagree,"Yes, during some of that period",Less than from main job,Not applicable,"2-FAMILY HOUSE, 2 UNITS ONE ABOVE THE OTHER"
2016,83,Working fulltime,48,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Firefighters,1,33,16,Bachelor,Male,White,Yes,3,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Too much,Very happy,Good,Exciting,Not applicable,52,Full-time,More or less,Average,Not applicable,Luck or help,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Bachelor's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,-1,1983,Ballot a,0,65.1,$110000 to $129999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very satisfied,DETACHED SINGLE FAMILY HOUSE
2016,98,Working fulltime,45,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Designers,0,25,16,Bachelor,Male,Black,Yes,2,0,$6000 to 6999,$6000 to 6999,Not applicable,Not applicable,Not applicable,Very happy,Not applicable,Not applicable,Most important,20,Full-time,More or less,Below average,No,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Bachelor's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,2nd person,-1,1991,Ballot b,0,61.4,$6 000 to 6 999,Not applicable,Definitely true,Mostly true,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,No,No,No,Yes,No,No,No,No,0,4,0,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,99,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Physicians and surgeons,0,33,20,Graduate,Male,Other,No,1,1,$25000 or more,$8000 to 9999,Not applicable,Not applicable,Too little,Pretty happy,Good,Exciting,2nd important,8,Full-time,More or less,Above average,Yes,Both equally,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Agree,Neither,Neither,Agree,Agree,Neither,Agree,Hardly ever,A full time job,Agree,Not applicable,Not a u.s. citizen,Not applicable,1st person,-1,1983,Ballot c,0,92.8,$8 000 to 9 999,A moderate amount of stress,Slightly true,Slightly true,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,0,6,0,3,Salary,40,60,40,None or almost none of the time,None or almost none of the time,Most of the time,Some of the time,None or almost none of the time,Important,Important,Sometimes,Hardly ever,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)","I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Agree,"Yes, during some of that period",Less than from main job,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,100,Working parttime,30,Not applicable,Not applicable,Self-employed,Not applicable,Not applicable,Secretaries and administrative assistants,0,27,16,Bachelor,Male,White,Yes,2,2,Refused,$25000 or more,Not applicable,Not applicable,Not applicable,Pretty happy,Good,Routine,Most important,45,Part-time,Satisfied,Above average,Yes,Both equally,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Disagree,Agree,Strongly disagree,Disagree,Agree,Neither,Agree,Hardly ever,A part-time job,Not agree/dsagre,Not applicable,Not applicable,Not applicable,2nd person,-1,1989,Ballot c,0,38.8,$60000 to 74999,Not applicable,Somewhat true,Slightly false,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,0,8,0,10,Salary & hours combination,35,45,15,Some of the time,Some of the time,Most of the time,Some of the time,Some of the time,Neither important nor unimportant,Important,Often,Always,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",I have a schedule where daily working times are decided at short notice by my employer,Agree,No,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
