resp,comp,fproj,timezone,sfips,smsa,qcendiv,sstate,phtype,susr,qmarket,scregion,sdensity3,cregion,state,fips,density3,qlan,qs1,cintro,qs1a,ns1,cointro,qs2a,qs2b,ss2c,qs3,qs4,sex,q1,q2,q3,q4,q6,q7oe,q7.1,q7.2,q7.3,q7.4,q7.5,q7@,q7a,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,int1,int2,q9a,q9b,q9c,q9d,q9e,q9f,q10,q10a,q10b,q13,q14,q15,age,educ,schl,schl2,schl2@,rschl,rschl2,rschl2@,q17,q17@,q18a,q18b,q18c,q18d,q18e,q19,q20,q21,q22,q23a,q23b,q23c,l1,q24,q25,q25a,q26a,q26b,q26c,q26d,q26e,q26f,q26g,employ,employ2,employ2@,employ3,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41,q42,q43,q44a,q44b,q44c,q44d,q44dd,q44e,q44f,q44g,q44h,q44i,q45a,q45b,q46,q47,q48,marital,lwp2,lwp3,kidsa,fam1,fam2,fixhisp,hispx,hisp2,hisp3,racecmb,race1_1,race1_2,race1_3,race1_4,racethn,hh1,hh2,hh30,relig,relig@,chr,born,attend,income,finan,health,regist,regicert,party,partyln,ideo,birthh,mothrh,fathrh,home,home2,l1a,l2,l3,qc1,qc2,qc3,isex,ihisp1,irace1_1,irace1_2,irace1_3,irace1_4,ilang,fdate,fdow,phoneuse,adults,psadjust,puadjust,wt1,weight,q46x,agegroups
200008,1,4968r,1,51155,13980,5,VA,0,S,3,3,2,3,VA,51155,2,1,0,0,0,0,0,1,0,2,1,0,2,2,2,1,2,1,9,0,0,0,0,0,,1,4,1,2,2,4,4,3,3,1,1,2,2,2,2,2,2,2,0,2,5,1,0,28,6,5,0,,2,0,,0,,2,3,3,3,3,1,2,2,1,1,4,4,1,1,10,0,2,1,2,2,2,1,2,3,5,<5:(VOL) Other reason (SPECIFY)>:homemaker,0,0,0,0,2,1,1,0,0,0,2,3,1,3,1,1,2,2,2,1,1,1,1,1,2,2,0,0,2,1,2,0,1,1,1,2,2,0,2,1,1,0,0,0,1,4,2,2,2,,0,1,3,6,2,1,1,1,1,0,4,0,0,0,0,1,0,0,1,0,0,0,2,2,2,0,0,0,1,100114,5,3,2,2,1,2,0.407,0,29
200011,1,4968r,1,39149,00000,3,OH,0,R,2,2,2,2,OH,39149,2,1,0,0,0,0,0,1,0,2,1,0,1,2,2,2,1,1,1,44,0,0,0,0,new problems  because  of new people,2,1,1,1,1,3,4,1,2,1,1,2,2,1,2,2,2,1,2,0,3,1,0,24,3,5,0,,1,2,,4,,2,2,2,3,3,1,2,2,2,4,4,4,2,0,0,0,2,1,2,2,2,2,2,1,0,,2,2,2,1,0,0,2,1,2,2,9,4,1,2,1,2,1,2,2,2,2,0,0,0,1,2,1,2,2,1,1,1,1,1,1,1,2,2,0,1,1,0,0,0,1,4,2,2,13,,0,1,2,5,2,1,1,1,1,0,2,0,0,0,0,2,2,0,0,0,0,0,2,9,9,0,0,0,1,100114,5,1,2,2,2,4,2.535,1,29
200012,1,4968r,1,18001,00000,3,IN,1,R,2,2,2,2,IN,18001,2,1,0,0,0,0,0,1,0,2,1,0,2,2,2,1,2,2,0,0,0,0,0,0,,2,3,2,1,1,3,4,2,2,1,1,2,2,2,2,2,2,2,0,9,2,2,2,24,5,3,4,,0,0,,0,,2,2,3,2,3,1,2,2,1,1,2,1,1,1,25,0,2,1,1,1,1,2,1,1,0,,2,1,2,1,0,0,2,1,2,1,1,9,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,0,2,1,1,0,0,0,1,4,2,0,13,,0,1,2,3,2,2,1,1,3,1,2,0,0,0,0,1,0,0,2,0,0,0,2,2,1,0,0,0,1,100114,5,2,2,2,1,2,0.846,2,29
200013,1,4968r,1,37133,27340,5,NC,1,S,3,3,2,3,NC,37133,2,1,0,0,0,0,0,1,0,2,1,0,1,1,2,1,1,1,1,19,0,0,0,0,more independent,2,3,1,2,1,3,4,2,1,1,1,1,1,1,2,1,2,1,2,0,1,2,1,20,4,3,4,,0,0,,0,,2,2,2,3,1,1,2,2,2,2,2,1,1,2,0,0,1,1,1,1,2,1,1,2,0,,2,3,1,0,0,0,1,1,1,4,1,4,1,2,1,2,1,1,1,2,2,0,1,1,2,2,0,0,2,6,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,4,0,2,1,,0,1,3,6,1,1,1,1,1,0,1,0,0,0,0,4,0,0,1,0,0,0,2,2,2,0,0,0,1,100114,5,3,4,2,1,2,0.604,0,29
200014,1,4968r,1,39151,15940,3,OH,0,S,2,2,3,2,OH,39151,3,1,0,0,0,0,0,1,0,2,1,0,2,2,2,1,2,2,0,0,0,0,0,0,,1,1,2,1,2,2,4,2,1,1,1,2,2,2,2,2,2,2,0,3,4,2,2,27,7,5,0,,1,5,,0,,3,3,3,1,3,2,0,2,2,2,1,2,2,0,0,0,2,2,2,2,1,2,2,1,0,,2,1,2,1,0,0,1,2,4,1,2,9,2,3,1,2,2,2,2,1,2,0,0,0,2,1,0,0,2,2,0,0,1,1,1,2,2,0,2,1,1,0,0,0,1,4,2,1,13,,0,2,3,2,2,1,1,1,3,2,2,0,0,0,0,2,2,0,0,0,0,0,2,9,9,0,0,0,1,100114,5,1,2,1,2,2,0.477,0,29
200015,1,4968r,1,54095,00000,5,WV,1,R,3,3,1,3,WV,54095,1,1,0,0,0,0,0,1,0,2,1,0,2,2,2,1,2,2,0,0,0,0,0,0,,1,4,2,1,1,3,4,2,3,2,2,2,0,0,2,2,2,1,4,0,3,2,2,21,5,5,0,,2,0,,2,,2,2,2,2,1,0,0,0,0,2,2,1,2,0,0,0,0,0,0,2,2,1,2,3,5,<5:(VOL) Other reason (SPECIFY)>:I can't get a job with the economy,0,0,0,0,1,0,1,0,0,0,1,4,2,1,1,2,2,0,2,1,2,0,0,0,2,2,0,0,2,6,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,5,0,3,13,,0,2,1,3,1,2,1,1,3,9,1,0,0,0,0,4,1,0,3,0,0,0,2,2,1,0,0,0,1,100114,5,2,5,2,1,2,0.915,0,29
200018,1,4968r,1,36093,10580,2,NY,0,U,1,1,3,1,NY,36093,3,1,0,0,0,0,0,1,0,2,1,0,2,2,2,9,1,2,0,0,0,0,0,0,,9,4,1,4,1,3,4,1,3,1,1,2,2,2,2,2,2,2,0,1,5,2,9,22,3,5,0,,2,0,,2,,2,3,3,9,1,1,4,2,2,4,4,4,1,1,1,0,2,2,1,2,2,1,2,3,5,<5:(VOL) Other reason (SPECIFY)>:housewife,0,0,0,0,1,0,1,0,0,0,1,1,1,3,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,3,2,1,2,2,0,1,1,0,0,0,1,2,0,2,11,<11:(VOL) Something else {SPECIFY}>:i rather put my trust in people rather than a higher power,2,0,5,3,2,1,1,1,4,2,9,0,0,0,0,2,0,0,3,0,0,0,2,2,2,0,0,0,1,100114,5,2,2,2,1,2,1.74,2,29
200019,1,4968r,1,45041,22500,5,SC,0,S,3,3,2,3,SC,45041,2,1,0,0,0,0,0,1,0,2,1,0,2,3,1,2,2,1,1,36,41,0,0,0,the president  drugs  have gotten worse   gay people can get married,2,2,4,1,3,4,4,2,2,1,1,1,2,2,1,2,2,1,1,0,1,1,0,23,5,5,0,,1,4,,1,,3,2,2,3,3,1,1,1,1,4,1,2,1,1,200,0,1,1,1,1,2,1,1,3,4,,0,0,0,0,2,1,1,0,0,0,2,4,1,1,1,1,1,2,2,1,2,1,1,1,2,1,0,0,2,6,1,0,1,2,5,2,2,0,2,2,2,0,0,0,2,5,2,3,13,,0,1,3,3,2,2,1,1,2,0,3,0,0,0,0,1,0,0,2,0,0,0,2,9,9,0,0,0,1,100114,5,2,3,2,1,2,0.66,0,29
200020,1,4968r,1,33011,31700,1,NH,1,U,1,1,3,1,NH,33011,3,1,0,0,0,0,0,1,0,2,1,0,2,1,2,1,2,2,0,0,0,0,0,0,,2,4,1,2,1,4,4,2,3,1,1,1,2,2,1,1,1,1,2,0,1,2,1,29,5,5,0,,1,4,,4,,2,2,2,2,3,1,3,2,1,2,2,1,1,1,10,0,2,1,2,2,1,1,1,2,0,,1,3,1,0,0,0,1,1,1,3,1,4,2,1,2,1,1,2,2,2,1,1,1,1,2,1,0,0,2,1,2,0,1,2,2,1,2,2,0,1,1,0,0,0,1,5,3,1,1,,0,1,1,6,2,1,1,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,2,2,2,0,0,0,1,100115,6,2,2,1,1,1,0.409,0,29
200021,1,4968r,1,44005,39300,1,RI,1,S,1,1,4,1,RI,44005,4,1,0,0,0,0,0,1,0,2,1,0,1,2,2,1,1,1,1,29,0,0,0,0,use of technogly growing up using tech,1,3,2,3,2,2,4,2,3,1,1,1,1,1,1,1,1,1,1,0,1,2,2,24,6,5,0,,1,5,,0,,2,3,3,3,3,1,2,2,1,1,1,1,1,1,10,0,1,1,2,1,1,1,1,2,0,,2,2,2,1,0,0,2,2,3,4,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,0,0,2,6,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,3,0,1,2,,0,2,3,8,1,1,1,1,2,0,3,0,0,0,0,4,0,0,1,0,0,0,1,2,1,0,0,0,1,100115,6,3,3,1,1,1,0.552,0,29
200024,1,4968r,1,24510,12580,5,MD,1,U,3,3,5,3,MD,24510,5,1,0,0,0,0,0,1,0,2,1,0,2,2,1,2,2,1,1,30,37,0,0,0,"The dressing, the way you dress, the way we talk, the way we communicate with each other (spec) Basically like I want to say the slang terminology, we use more slang.",2,1,1,1,1,3,4,1,1,1,1,2,2,2,2,2,2,1,1,0,4,1,0,24,5,3,3,,0,0,,0,,2,3,3,2,3,1,1,2,2,1,2,1,1,1,40,0,1,1,2,2,1,1,1,2,0,,1,2,2,1,0,0,4,2,4,4,2,3,2,1,2,2,2,2,1,1,2,1,1,1,1,2,5,2,2,2,0,0,1,2,5,2,2,0,2,2,2,0,0,0,2,3,1,2,1,,0,2,3,1,1,1,1,1,2,0,2,0,0,0,0,2,0,0,2,0,0,0,2,2,1,0,0,0,1,100115,6,2,2,2,1,2,0.72,5,29
200026,1,4968r,1,36047,35620,2,NY,0,U,1,1,5,1,NY,36047,5,1,0,0,0,0,0,1,0,2,1,0,1,2,1,1,2,1,1,29,0,0,0,0,the way we catch on to things with tech,1,2,2,4,2,1,4,2,4,1,1,2,2,2,1,1,2,2,0,1,3,1,0,27,3,3,4,,0,0,,0,,2,3,3,1,3,1,1,2,1,1,2,1,1,1,200,0,1,2,2,1,1,1,2,3,1,,0,0,0,0,2,1,2,0,0,0,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,0,0,2,6,1,0,2,2,5,2,2,0,2,2,2,0,0,0,2,10,4,3,1,,0,2,5,1,1,1,1,1,2,0,2,0,0,0,0,4,0,0,2,0,0,0,1,2,1,0,0,0,1,100115,6,2,6,2,1,2,0.988,0,29
200027,1,4968r,1,37135,20500,5,NC,1,S,3,3,2,3,NC,37135,2,1,0,0,0,0,0,1,0,2,1,0,1,1,1,1,2,2,0,0,0,0,0,0,,2,2,2,4,2,2,4,2,3,2,2,2,0,0,2,2,2,1,1,0,1,1,0,26,3,5,0,,1,9,,9,,2,3,3,3,1,0,0,0,0,2,1,3,1,2,0,0,0,0,0,2,1,1,2,3,5,<5:(VOL) Other reason (SPECIFY)>:seeking employment,0,0,0,0,1,0,1,0,0,0,1,1,1,3,1,2,2,0,2,1,1,0,2,2,1,2,1,2,2,6,2,0,2,2,5,1,2,2,0,1,1,0,0,0,1,1,0,0,12,,0,0,5,1,2,1,1,1,2,0,4,0,0,0,0,2,0,3,0,0,0,0,2,2,2,0,0,0,1,100115,6,2,1,2,1,2,0.898,1,29
200028,1,4968r,1,54079,16620,5,WV,1,S,3,3,2,3,WV,54079,2,1,0,0,0,0,0,1,0,2,1,0,1,1,1,1,1,1,9,0,0,0,0,0,,1,3,1,2,1,3,4,2,3,1,1,2,2,2,2,2,2,2,0,4,4,2,2,23,5,3,4,,0,0,,0,,3,2,2,3,2,1,3,2,2,2,1,2,1,1,10,0,2,2,2,2,2,2,1,1,0,,2,2,2,1,0,0,2,2,3,2,2,3,2,1,1,2,1,2,2,2,2,1,1,1,2,2,0,0,2,6,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,3,0,1,1,,0,1,1,6,1,1,1,1,1,0,3,0,0,0,0,4,0,0,2,0,0,0,2,2,1,0,0,0,1,100115,6,2,3,1,1,1,0.266,0,29
200029,1,4968r,1,12011,33100,5,FL,0,S,3,3,4,3,FL,12011,4,1,0,0,0,0,0,1,0,2,1,0,1,2,2,1,2,1,1,32,0,0,0,0,"we're doing our own thing,trend setters",1,1,2,1,1,2,4,2,1,1,1,2,2,2,2,2,2,1,1,0,6,1,0,19,3,5,0,,1,5,,1,,2,2,3,3,3,1,1,2,1,1,2,1,1,1,500,0,2,2,1,2,2,1,1,1,0,,2,2,2,1,0,0,2,1,1,3,2,4,2,2,1,2,2,2,1,2,1,2,1,1,2,2,0,0,2,6,2,0,2,2,5,1,2,2,0,2,2,0,0,0,2,3,1,1,1,,0,2,3,10,2,2,1,1,2,0,1,0,0,0,0,4,0,0,1,0,0,0,2,2,2,0,0,0,1,100115,6,3,2,1,1,1,0.234,0,29
200030,1,4968r,1,36047,35620,2,NY,1,U,1,1,5,1,NY,36047,5,1,0,0,0,0,0,1,0,2,1,0,1,2,2,1,2,1,1,4,7,9,13,29,"Well technology I would say (spec) like old fashioned or like the first generation of computers.  I guess we're very much, more friendly, more open to discussion, realistic of the world, educated.",1,2,2,2,2,3,4,2,2,1,1,2,2,1,1,1,2,1,1,0,1,1,0,26,3,2,4,,0,0,,0,,3,3,2,3,3,1,4,2,1,1,2,1,1,2,0,0,2,1,1,1,1,2,1,3,1,,0,0,0,0,2,1,2,0,0,0,2,1,2,1,1,2,2,2,2,1,1,0,2,2,2,2,0,0,2,6,2,0,2,1,1,1,2,2,0,3,3,0,0,0,4,4,0,2,7,,0,0,1,2,1,1,1,1,2,0,2,0,0,0,0,4,0,0,3,0,0,0,2,2,1,0,0,0,1,100115,6,2,4,2,1,2,0.603,0,29
200031,1,4968r,1,26017,13020,3,MI,1,U,2,2,2,2,MI,26017,2,1,0,0,0,0,0,1,0,2,1,0,1,2,2,2,1,1,1,10,0,0,0,0,MY GENERATION IS ABLE TO ADJUST TO THE OLD AND THE NEW WAY OF LIFE,1,1,2,4,1,2,4,1,2,1,1,2,2,2,2,1,2,2,0,2,4,2,2,19,3,5,0,,1,4,,1,,3,3,3,1,3,1,3,2,2,1,2,1,1,2,0,0,1,2,1,1,2,2,2,3,5,<5:(VOL) Other reason (SPECIFY)>:NO ONE IS HIRING NOW,0,0,0,0,1,0,2,0,0,0,1,3,1,3,1,2,2,2,2,2,2,0,2,1,2,2,0,0,2,6,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,5,0,3,12,,0,0,6,10,1,9,1,1,3,1,2,0,0,0,0,4,0,0,3,0,0,0,2,2,2,0,0,0,1,100115,6,2,5,2,1,2,0.487,0,29
200032,1,4968r,2,31055,36540,4,NE,1,U,2,2,4,2,NE,31055,4,1,0,0,0,0,0,1,0,2,1,0,2,2,1,1,2,2,0,0,0,0,0,0,,1,2,1,2,1,1,4,1,2,1,1,2,2,2,2,1,1,1,1,0,1,1,0,23,6,5,0,,1,5,,0,,3,3,3,1,3,1,1,2,1,2,1,2,1,1,20,0,2,1,2,2,1,2,2,1,0,,2,2,1,0,0,0,1,1,1,3,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,0,0,2,6,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,4,1,1,1,,0,2,4,5,1,1,1,1,2,0,4,0,0,0,0,4,0,0,1,0,0,0,1,2,1,0,0,0,1,100115,6,3,3,1,1,1,0.458,0,29
200037,1,4968r,2,28049,27140,6,MS,1,U,3,3,2,3,MS,28049,2,1,0,0,0,0,0,1,0,2,1,0,1,2,1,1,2,2,0,0,0,0,0,0,,1,3,1,1,1,2,4,1,3,1,1,2,2,2,2,2,1,2,0,4,5,2,9,24,3,5,0,,2,0,,5,<5:(VOL) Other (SPECIFY)>:i've already further my education,2,2,2,2,1,1,5,2,1,4,1,4,1,1,7,0,2,1,2,2,2,1,2,1,0,,3,3,1,0,0,0,1,2,1,4,9,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,0,0,2,6,2,0,2,1,1,1,2,2,0,2,2,0,0,0,2,4,0,2,1,,0,9,1,9,2,1,2,0,4,9,9,0,0,0,0,1,0,0,1,0,0,0,2,2,2,0,0,0,1,100115,6,3,4,2,1,2,0.836,0,29
200038,1,4968r,1,18001,00000,3,IN,0,R,2,2,2,2,IN,18001,2,1,0,0,0,0,0,1,0,2,1,0,2,2,2,2,2,2,0,0,0,0,0,0,,2,2,1,2,1,4,4,2,3,1,1,2,2,2,2,2,2,2,0,2,4,2,2,21,3,3,3,,0,0,,0,,3,3,3,1,3,1,4,2,1,1,1,1,1,1,10,0,2,1,2,2,2,2,1,3,5,<5:(VOL) Other reason (SPECIFY)>:I can't find a job and I'm pregnant,0,0,0,0,1,0,1,0,0,0,1,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,0,0,2,2,0,0,2,3,2,1,2,2,0,1,1,0,0,0,1,2,0,2,13,,0,2,2,2,2,1,2,0,3,1,5,0,0,0,0,2,0,0,2,0,0,0,2,2,1,0,0,0,1,100115,6,2,2,2,1,2,0.472,0,29
200040,1,4968r,1,51013,47900,5,VA,1,U,3,3,5,3,VA,51013,5,1,0,0,0,0,0,1,0,2,1,0,2,1,2,1,2,1,1,32,0,0,0,0,"in our views,setting new trends",1,2,3,1,1,3,4,3,1,1,1,2,2,2,2,2,2,1,1,0,4,2,2,25,3,5,0,,1,3,,1,,3,3,3,1,3,1,1,2,1,1,2,1,1,1,50,0,1,1,1,2,2,1,2,1,0,,2,3,2,2,0,0,1,1,1,4,1,2,2,3,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0,0,1,4,5,2,2,0,2,2,2,0,0,0,2,3,1,2,1,,0,2,4,4,1,1,1,1,2,0,2,0,0,0,0,1,0,0,2,0,0,0,2,2,2,0,0,0,1,100115,6,2,2,2,1,2,0.87,2,29
200041,1,4968r,3,49057,36260,8,UT,1,S,4,4,3,4,UT,49057,3,1,0,0,0,0,0,1,0,2,1,0,1,2,2,1,1,1,1,15,29,0,0,0,"Well I think our generation is more technical, technology oriented.  I think that I guess a lot more youth are being ... I think this generation is a little more awake about what is happening (spec) what's happening in our country about politics, our econ",2,2,1,1,1,3,4,1,1,1,1,1,2,2,1,2,2,2,0,2,1,1,0,18,5,3,5,,0,0,,0,,2,2,2,2,1,1,5,2,2,1,2,1,1,2,0,0,2,1,2,2,1,2,2,2,0,,2,2,2,1,0,0,1,1,3,1,1,4,1,1,1,2,1,2,2,2,2,0,1,2,2,2,0,0,2,6,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,7,4,1,3,,0,9,2,6,1,1,1,2,3,1,2,0,0,0,0,4,0,0,3,0,0,0,2,2,1,0,0,0,1,100115,6,2,3,1,1,1,0.409,0,29
200044,1,4968r,1,45045,24860,5,SC,0,S,3,3,3,3,SC,45045,3,1,0,0,0,0,0,1,0,2,1,0,1,3,2,2,2,1,9,0,0,0,0,0,,9,2,3,1,1,3,3,2,1,2,1,2,2,2,2,2,1,2,0,3,5,2,2,29,2,1,9,,0,0,,0,,2,2,9,1,1,2,0,2,2,9,1,2,2,0,0,0,2,2,2,2,1,2,2,3,4,,0,0,0,0,2,1,1,0,0,0,1,3,2,1,1,2,2,2,2,9,1,0,0,0,2,2,0,0,2,2,0,0,1,2,5,1,2,2,0,2,2,0,0,0,2,9,7,2,1,,0,9,4,1,1,2,2,0,3,9,2,0,0,0,0,2,2,0,0,0,0,0,2,9,9,0,0,0,1,100116,7,1,2,2,2,4,2.245,0,29
200045,1,4968r,1,12086,33100,5,FL,0,U,3,3,4,3,FL,12086,4,1,0,0,0,0,0,1,0,2,1,0,1,3,1,2,1,1,9,0,0,0,0,0,,1,1,3,2,1,4,3,2,3,1,1,2,2,2,2,2,2,2,0,1,5,1,0,19,3,3,4,,0,0,,0,,3,3,3,3,3,1,5,2,1,1,2,1,1,1,0,0,2,1,2,1,1,1,1,2,0,,1,2,2,1,0,0,1,1,4,4,2,9,2,2,1,2,2,2,1,2,2,2,2,1,2,2,0,0,2,6,2,0,2,2,9,1,2,2,0,2,2,0,0,0,2,3,1,1,12,,0,0,2,2,1,9,1,1,9,2,1,0,0,0,0,4,0,0,3,0,0,0,1,2,2,0,0,0,1,100116,7,2,2,1,1,1,0.234,0,29
200046,1,4968r,1,24017,47900,5,MD,1,S,3,3,2,3,MD,24017,2,1,0,0,0,0,0,1,0,2,1,0,2,2,1,1,1,1,1,34,40,0,0,0,our decisions about college  family  career goals,9,3,2,2,2,3,4,2,2,1,1,1,1,2,2,1,1,1,1,0,1,1,0,24,5,5,0,,1,5,,1,,2,2,2,1,3,1,2,2,2,2,1,2,1,1,0,0,1,1,2,2,2,1,1,2,0,,2,3,2,1,0,0,2,1,1,4,2,4,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,0,2,6,2,0,1,2,1,2,2,0,2,2,2,0,0,0,2,10,4,2,1,,0,1,1,5,2,1,1,1,2,0,2,0,0,0,0,2,0,0,3,0,0,0,2,9,9,0,0,0,1,100116,7,2,6,2,1,2,0.66,0,29
200047,1,4968r,2,27081,00000,4,MN,1,R,2,2,1,2,MN,27081,1,1,0,0,0,0,0,1,0,2,1,0,2,1,1,1,2,1,1,12,35,0,0,0,more work balance  less focus on work more on leisure time  more focus on health and wellness,2,1,1,3,1,3,4,1,2,1,1,2,2,2,2,2,2,1,2,0,2,1,0,28,7,5,0,,9,0,,0,,3,1,3,1,1,1,2,2,1,1,2,1,1,1,0,0,2,1,1,2,1,1,1,1,0,,2,1,1,0,0,0,2,1,2,3,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,0,0,2,1,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,2,0,2,13,,0,2,4,7,2,1,1,1,3,9,4,0,0,0,0,1,0,0,2,0,0,0,2,9,9,0,0,0,1,100116,7,2,2,2,1,2,0.519,0,29
200050,1,4968r,2,01089,26620,6,AL,1,S,3,3,3,3,AL,01089,3,1,0,0,0,0,0,1,0,2,1,0,1,2,1,1,2,1,1,38,0,0,0,0,much more used to be being rewarded; everyone gets a trophy-everone wins mentality,1,3,3,4,1,2,4,1,4,1,1,2,2,1,2,1,1,1,1,0,1,1,0,26,6,5,0,,1,5,,0,,3,1,3,3,1,1,5,2,1,2,2,1,1,1,2,0,2,1,2,2,2,1,2,1,0,,2,1,1,0,0,0,2,2,2,4,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,0,0,2,6,2,0,2,2,2,1,2,2,0,1,1,0,0,0,1,1,0,0,12,,0,0,6,6,2,1,1,1,2,0,4,0,0,0,0,2,0,2,0,0,0,0,2,9,9,0,0,0,1,100116,7,2,1,2,1,2,0.481,0,29
200051,1,4968r,2,20125,00000,4,KS,0,R,2,2,1,2,KS,20125,1,1,0,0,0,0,0,1,0,2,1,0,1,2,1,1,2,1,1,20,32,0,0,0,"more unruly, idiotic retards that listen to rap",1,3,2,4,1,1,4,2,1,1,1,2,2,1,2,1,1,2,0,2,2,1,0,18,2,1,4,,0,0,,0,,3,1,3,9,3,1,1,1,1,4,2,1,2,0,0,0,2,1,9,1,1,1,2,3,1,,0,0,0,0,2,1,2,0,0,0,2,9,2,1,1,1,1,1,2,1,1,0,0,0,1,1,4,2,1,2,0,0,2,2,1,1,2,2,0,4,4,0,0,0,4,6,5,2,2,,0,2,3,4,1,1,1,1,2,0,4,0,0,0,0,2,2,0,0,0,0,0,2,9,9,0,0,0,1,100119,3,1,1,2,2,4,2.151,4,29
200054,1,4968r,1,51087,40060,5,VA,0,S,3,3,4,3,VA,51760,5,1,0,0,0,0,0,4,1,1,1,0,2,2,1,2,2,1,1,8,0,0,0,0,creativity,1,1,2,2,1,2,4,1,2,1,1,2,2,2,2,2,2,1,1,0,1,1,0,22,5,3,4,,0,0,,0,,2,3,3,3,3,1,1,2,1,1,2,1,1,1,100,0,2,1,2,2,2,2,2,3,1,,0,0,0,0,2,1,1,0,0,0,1,9,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,6,1,0,1,2,3,1,2,2,0,2,2,0,0,0,2,3,2,1,13,,0,2,3,1,1,1,1,1,2,0,4,0,0,0,0,2,0,0,1,0,0,0,1,2,2,0,0,0,1,100116,7,3,1,1,1,1,0.36,1,29
200055,1,4968r,2,47031,00000,6,TN,1,R,3,3,2,3,TN,47031,2,1,0,0,0,0,0,1,0,2,1,0,2,2,1,1,2,2,0,0,0,0,0,0,,1,4,2,3,2,4,4,2,2,1,1,1,1,1,2,1,1,1,1,0,1,1,0,27,6,5,0,,1,5,,0,,2,3,2,3,3,1,2,2,1,4,2,1,1,1,6,0,1,1,2,2,1,1,1,3,3,,0,0,0,0,1,0,2,0,0,0,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,0,0,2,1,2,0,1,2,2,2,2,0,2,1,1,0,0,0,1,5,3,2,12,,0,0,5,3,2,1,1,1,2,0,4,0,0,0,0,1,0,0,2,0,0,0,2,9,9,0,0,0,1,100116,7,2,2,2,1,2,0.407,0,29
200056,1,4968r,2,22079,10780,7,LA,1,U,3,3,2,3,LA,22079,2,1,0,0,0,0,0,1,0,2,1,0,2,2,2,1,2,1,1,29,32,0,0,0,different culture and different technology,1,4,2,1,1,3,4,2,3,1,1,2,2,1,1,2,2,2,0,4,4,2,2,19,5,3,5,,0,0,,0,,2,2,2,2,1,1,1,2,1,1,1,1,1,1,100,0,1,1,2,2,1,2,2,3,1,,0,0,0,0,2,1,2,0,0,0,2,4,1,2,2,1,2,2,2,2,2,1,1,1,2,1,0,0,2,6,2,0,2,1,1,1,2,2,0,2,2,0,0,0,2,5,2,1,1,,0,1,2,10,2,1,2,0,4,2,4,0,0,0,0,4,0,0,2,0,0,0,1,2,2,0,0,0,1,100116,7,2,3,1,1,1,0.345,0,29
200057,1,4968r,1,26163,19820,3,MI,1,S,2,2,5,2,MI,26163,5,1,0,0,0,0,0,1,0,2,1,0,1,2,1,1,2,1,1,20,0,0,0,0,not as respectful,1,1,2,3,1,3,4,3,3,1,1,2,2,2,2,1,2,2,0,1,2,2,1,19,5,3,5,,0,0,,0,,2,3,3,2,3,1,1,2,1,4,2,1,1,1,50,0,2,1,1,1,1,2,2,2,0,,3,3,2,1,0,0,1,2,9,4,2,2,1,2,1,2,2,2,2,1,1,2,1,1,2,2,0,0,2,6,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,3,0,1,2,,0,1,3,7,1,1,1,1,2,0,4,0,0,0,0,4,0,0,1,0,0,0,1,2,2,0,0,0,1,100116,7,3,3,1,1,1,0.344,0,29
